ID,Comments,raw text,emojis
15875,there is more. happy hunting 😭😭😭😭😭😭😭😭,there is more. happy hunting ,"['😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭']"
15876,the quotes have me so confused 🥴i ain’t never been to a cookout that did not have spaghetti there! 😭😭so is this another one of those regional things? 🤔,the quotes have me so confused i ain’t never been to a cookout that did not have spaghetti there! so is this another one of those regional things? ,"['🥴', '😭', '😭', '🤔']"
15877,"7 years with mark lee 💚

#7yearswithmark 
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に","7 years with mark lee 

#7yearswithmark 
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に",['💚']
15878,[ # ] 7 years with nct 💚‼️,[ # ] 7 years with nct ‼️,['💚']
15879,no wonder we got so much haters. look how popular they’re 🫵🏻😭,no wonder we got so much haters. look how popular they’re 🫵,"['🏻', '😭']"
15880,"innocent challenge 
never have i ever innocent edition 
🙈- never  
🔞- i have  

1. 🙈
2. 🔞
3. 🙈
4. 🙈
5. 🔞
6. 🙈
7. 🔞
8. 🙈
9. 🔞
10.🙈
11.🙈
12.🙈
13.🙈
14.🔞
15.🙈

drop ur recent emoji, i’ll give the questions.","innocent challenge 
never have i ever innocent edition 
- never  
- i have  

1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9. 
10.
11.
12.
13.
14.
15.

drop ur recent emoji, i’ll give the questions.","['🙈', '🔞', '🙈', '🔞', '🙈', '🙈', '🔞', '🙈', '🔞', '🙈', '🔞', '🙈', '🙈', '🙈', '🙈', '🔞', '🙈']"
15881,let's piss more people off 🙏🏻🙏🏻🙏🏻🙏🏻,let's piss more people off ,"['🙏', '🏻', '🙏', '🏻', '🙏', '🏻', '🙏', '🏻']"
15882,"i wanna get to know more about you!!

1. spotify 🎧
2. into1
3. yes, cats 3
4. purple!
5. pan 🍳
6. any pronouns
7. purple :
8. night 🦉
9. music
10. chemistry 👎","i wanna get to know more about you!!

1. spotify 
2. into1
3. yes, cats &lt;3
4. purple!
5. pan 
6. any pronouns
7. purple :&gt;
8. night 
9. music
10. chemistry ","['🎧', '🍳', '🦉', '👎']"
15883,maybe you could ask at school?…lol… see if someone…knows😂🤣🤗🐥🐣🐔👸🐤🥚🍳,maybe you could ask at school?…lol… see if someone…knows,"['😂', '🤣', '🤗', '🐥', '🐣', '🐔', '👸', '🐤', '🥚', '🍳']"
15884,"my twitter account transformation since 2009 was so wild thooo
at first, it was filled with emo teenager rants and now it's most likely a fan account of some sort 🤣🤣🤣🤣🤣","my twitter account transformation since 2009 was so wild thooo
at first, it was filled with emo teenager rants and now it's most likely a fan account of some sort ","['🤣', '🤣', '🤣', '🤣', '🤣']"
15885,😁😁😁😁on a norms the pistol go pass 500k because 🙊🙊,on a norms the pistol go pass 500k because ,"['😁', '😁', '😁', '😁', '🙊', '🙊']"
15886,"7 years with mark lee 💚

#7yearswithmark 
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に","7 years with mark lee 

#7yearswithmark 
#happynctday
#to7heworld_wearenct
#7년의_우리맘_따뜻하게_감싸준_nct
#永远在你们身边_nct七周年快乐
#nc七永遠に",['💚']
15887,"buying a degen some brunch 🍳 😋

rt, lk,  tag 3 hungry ppl to win 🏆

must be following  

picking winner in 1 hour⚡","buying a degen some brunch  

rt, lk, &amp; tag 3 hungry ppl to win 

must be following  

picking winner in 1 hour⚡","['🍳', '😋', '🏆']"
15888,so excited to be able to put this on for the community. much appreciation to the  for helping us pull this off. lfg 👨‍🍳🔪🦍🍽️,so excited to be able to put this on for the community. much appreciation to the  for helping us pull this off. lfg ‍️,"['👨', '🍳', '🔪', '🦍', '🍽']"
15889,"[station : nct lab] mark 마크 'golden hour' streaming chain 🍳

🔗  

#3 on trending ina

#마크가_말아주는_골든아워
#goldenhourwithmark 
#mghd2_eggfriends","[station : nct lab] mark 마크 'golden hour' streaming chain 

  

#3 on trending ina

#마크가_말아주는_골든아워
#goldenhourwithmark 
#mghd2_eggfriends","['🍳', '🔗']"
15890,happy 7years nct 🥹💚,happy 7years nct ,"['\U0001f979', '💚']"
15891,"sundays just got even better 🥂🍳😎 we're excited to announce our new sunday brunch at dinerdrinks - available every sunday 10am-3pm with live entertainment from noon-3pm! learn more: 

gambling problem? call 1-800-gambler.","sundays just got even better  we're excited to announce our new sunday brunch at diner&amp;drinks - available every sunday 10am-3pm with live entertainment from noon-3pm! learn more: 

gambling problem? call 1-800-gambler.","['🥂', '🍳', '😎']"
15892,"from the beginning you are the best artist i’ve ever known.. you have come so far, mark💙 i am really proud of you💙

#7yearswithmark
#mark #마크 #nct","from the beginning you are the best artist i’ve ever known.. you have come so far, mark i am really proud of you

#7yearswithmark
#mark #마크 #nct","['💙', '💙']"
15893,i once said that i trust you can makesure everything about yourself no matter what happens ill always trust you can handle it all but please keep up your healthy 🙁 i hope you are fine as well.. thank you for being the coolest one‼️ you are doing great todaay and iloveu sm🧍🏻🙁🤍,i once said that i trust you can makesure everything about yourself no matter what happens ill always trust you can handle it all but please keep up your healthy  i hope you are fine as well.. thank you for being the coolest one‼️ you are doing great todaay and iloveu sm,"['🙁', '🧍', '🏻', '🙁', '🤍']"
15894,the way 7dream's first ever world tour got antis working their ass off every single day is hilarious to me really 😂 can they add more countries pls,the way 7dream's first ever world tour got antis working their ass off every single day is hilarious to me really  can they add more countries pls,['😂']
15895,good luck na pd and team🥲🫶,good luck na pd and team🫶,['🥲']
15896,"mark_goldenhour streaming chain🍳

🔗 

tag:  


qrt with your proof!

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour","mark_goldenhour streaming chain

 

tag:  


qrt with your proof!

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour","['🍳', '🔗']"
15897,does sm want to invest in a movie for them 3 😂,does sm want to invest in a movie for them 3 ,['😂']
15898,"lmfaooo how will they not size me, but size you?😒 na only mariam get hope.","lmfaooo how will they not size me, but size you? na only mariam get hope.",['😒']
15899,pls everyone i need this project happen at tds2 in kl 🥹,pls everyone i need this project happen at tds2 in kl ,['\U0001f979']
15900,"🍳 [station : nct lab] mark 마크 'golden hour' streaming chain 🍳

🔗 

qrt with your proof

tag:      

golden hour out now
#마크가_말아주는_골든아워"," [station : nct lab] mark 마크 'golden hour' streaming chain 

 

qrt with your proof

tag:      

golden hour out now
#마크가_말아주는_골든아워","['🍳', '🍳', '🔗']"
15901,2 years ago today when mark reacted to himself during his debut days🥹 he’s so adorable,2 years ago today when mark reacted to himself during his debut days he’s so adorable,['\U0001f979']
15902,"🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻
7 years with nct
#happynctday
#to7heworld_wearenct
#the7thsense
#7yearswiththe7thsense","🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶
7 years with nct
#happynctday
#to7heworld_wearenct
#the7thsense
#7yearswiththe7thsense","['🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻', '🏻']"
15903,nice to know you too vel 🌷🌷🌷 some flowers for my fellow mys,nice to know you too vel  some flowers for my fellow mys,"['🌷', '🌷', '🌷']"
15904,babes choke for this app🥹,babes choke for this app,['\U0001f979']
15905,i was flabbergasted but it's very understandable and i would do it too 😔,i was flabbergasted but it's very understandable and i would do it too ,['😔']
15906,i can be your angle😇 or yuor devil 😈,i can be your angle or yuor devil ,"['😇', '😈']"
15907,ow...wow actor jaehyun is back y'all 🤯💚,ow...wow actor jaehyun is back y'all ,"['🤯', '💚']"
15908,"thank you for being with me. more than 7 years you chased this dream. now, you two gets so much love, lets only hear pretty word and see pretty things, hope that more and more people who will shower you with love and support 🫂💙💛","thank you for being with me. more than 7 years you chased this dream. now, you two gets so much love, lets only hear pretty word and see pretty things, hope that more and more people who will shower you with love and support ","['🫂', '💙', '💛']"
15909,"#mark_goldenhour streaming chain🍳

🔗 

tags ;        
qrt with your proof 

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour #mark","#mark_goldenhour streaming chain

 

tags ;        
qrt with your proof 

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour #mark","['🍳', '🔗']"
15910,😂😂😂 why this man telling me to get a bun, why this man telling me to get a bun,"['😂', '😂', '😂']"
15911,"lmao 😂, what can they say ? there’s nothing to say ma’am,we’re busy showing love to our lovers 👨🏾‍🍳","lmao , what can they say ? there’s nothing to say ma’am,we’re busy showing love to our lovers ‍","['😂', '👨', '🏾', '🍳']"
15912,hehehe thank u bee!!! the only bee ever!!! 🫂🫂🫂,hehehe thank u bee!!! the only bee ever!!! ,"['🫂', '🫂', '🫂']"
15913,happy 7 years nct !!! 💚💚💚,happy 7 years nct !!! ,"['💚', '💚', '💚']"
15914,happy 7 years nct 🫶🏻🫶🏻,happy 7 years nct 🫶🫶,"['🏻', '🏻']"
15915,"planning sunday brunch with family and need some inspiration? 🤩

we've got you covered with these 10 tasty recipes that are sure to #spreadthemustard! 

👩‍🍳 get cooking and enjoy a delicious brunch today - you won't regret it! 

#brunchrecipes","planning sunday brunch with family and need some inspiration? 

we've got you covered with these 10 tasty recipes that are sure to #spreadthemustard! 

‍ get cooking and enjoy a delicious brunch today - you won't regret it! 

#brunchrecipes","['🤩', '👩', '🍳']"
15916,"you have a busy day ahead, though it sounds like projects that bring joy. i’m going to make a quiche for dinner; we’re using up abundant cauliflower in our recipes this week. i brought one home, and unbeknownst to the other, david brought home two… 😉","you have a busy day ahead, though it sounds like projects that bring joy. i’m going to make a quiche for dinner; we’re using up abundant cauliflower in our recipes this week. i brought one home, and unbeknownst to the other, david brought home two… ",['😉']
